Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
East Asia & Pacific,EAS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1304648893744.7,1380399449017.58,1465429556020.37,1579996611414.04,1748377049016.91,1862224142534.74,2030717038782.78,2203744786313.04,2432412273209.78,2715682516157.57,2776036593206.72,2918694884041.82,3137342783399.46,3381517047716.38,3398774176015.35,3519196518628.08,3669023465906.19,3860691166787.76,4081844105515.68,4318585330265.79,4470251276282.4,4674168787331.58,4859126207845.57,5050174437055.08,5341570000580.74,5675824107743.56,5921591053479.04,6250517761683.5,6733575466199.71,7102310759774.76,7498075318601.01,7833196252066.35,8103990206870.16,8398817151170.63,8759591900086.36,9170324863185.22,9613699797760.97,9976085603494.22,9919340130126.37,10220891150119.6,10695082197419.2,10982297379113.5,11391713256786.4,11889303337569.3,12513760316454.6,13129657286460.7,13879383396248.8,14811287692041.6,15341745572403.6,15544601023958.1,16673982045590.3,17427843028961.7,18250724960676.1,19074705086970.2,19836967026265.8,20607791912069.7
Europe & Central Asia (excluding high income),ECA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454787648494.65,2418451444783.15,2289845167112.73,2047026089364.71,1932793047274.26,1728378670353.41,1705757230473.22,1705535835451.77,1750456064027.14,1719284211099.88,1756925849171.31,1898627204595.23,1951661016415.37,2057144727815.84,2196163822259.37,2376152391173.22,2541604256172.51,2747206323232.01,2957392078168.74,3086961547265.3,2897932204034.68,3053602710403.1,3216758391995.22,3308463586112.21,3394900641153.45,3447682801840.61,3425121260357.83
Europe & Central Asia,ECS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,8428205778634.14,8742040333506.42,9159939523880.98,9710298980533.13,9938536264794.32,9890663661201.77,10364288298834,10663382562242.8,11003590432377.3,11413850768418.7,11577844926240.2,11635332055865.6,11747432837942.5,11971824617662,12290206079714.6,12627377701767,12977675897261.6,13375005310645.6,13936763623865.7,14432168706020,14763516260464.8,14824351100920.3,14732271303323.3,14607864384541.6,14766320206857.1,15084093189125.6,15355256328269.2,15796658617479,16193524934421.8,16663150192101.6,17382963860990.3,17773847164242.8,18079600502631.5,18415659805737.3,19009917366490.3,19526387886177.4,20298459440839.8,21053483623035.5,21267573853902.3,20310243971332.9,20831861081310.8,21306393651578.9,21333559599760.3,21461118234052.7,21763445394189.7,22086084634935.6
Ecuador,ECU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,10202243247.2743,10359671884.8964,10831957305.1699,11251766964.446,12130742580.3667,12703067759.1904,12659937587.1629,13244962663.9128,13497867066.9789,14128114602.6041,15098988653.7367,16049108549.3378,16854395152.4747,19205698245.4985,21358370782.4021,23701844116.8743,25455113995.4351,25863628384.4358,27339620380.6521,28360495038.3763,29412295887.7496,31063168090.3808,31254158536.0803,31148873036.3377,31966616073.5339,33224502867.2422,34375659633.5607,34286592743.4633,36306233273.873,36671393361.237,38020869118.8889,39652474795.4838,40490851303.0372,41289824101.1892,43048048229.3022,44017726512.0244,44780002396.8268,46718020342.0217,48244078213.3422,45957605225.5696,46459371078.3637,48325007474.5456,50304775101.152,51674512421.7873,55917517445.674,58876285668.9747,61468918471.6664,62815127109.2433,66808366776.0763,67186830556.6821,69555367000,75028081292.3641,79261137178.2611,82870352926.102,85915823595.2695,86165289702.3501
"Egypt, Arab Rep.",EGY,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,23573024667.6856,23822108114.5976,23971219031.7356,24623575735.1268,26301069191.2859,27773538667.9716,28729201721.1177,29312087515.7894,29518810096.2038,30252499717.1634,32956822958.9751,37777499132.448,42626981006.9503,45090696923.6578,47813659681.4368,52600445445.9254,54576160667.6193,59983114173.3513,64422548088.9067,68346857408.9526,72859151048.654,74787423720.5189,76671634175.2877,80735782003.5907,84750270728.1342,89582522079.9305,90548972355.789,94562099271.1944,97305147974.7895,101171249024.616,105868082561.312,111149555940.465,117252924228.45,121985682645.739,129433470192.683,136381466595.601,141202859219.841,144550057617.211,149166198274.123,155269958553.285,162212626119.905,173312772191.837,185597209140.304,198871216255.072,208189218087.493,218888324504.753,222864751906.045,227754133456.084,232552285851.12,237735390300.773,247720276693.405
Euro area,EMU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2868076432742.89,3059638954844.47,3255128143659.72,3442866236190.91,3631800322994.8,3812080795355.31,4012775307896.91,4223924907322.08,4458019962183.44,4768010238371.97,5035068341388.1,5226734973103.49,5484039147239.92,5822439230247.95,6009754501192.55,5964093877668.97,6263545365345.17,6456320310917.68,6658435934622.78,6914583898635.97,7063808092108.23,7100253659099.97,7151422825330.62,7250501139712.8,7422202043483.69,7593514804425.98,7784177842033.46,7982388261123.33,8326641903610.29,8668371913021.5,8978429478966.89,9216905228137,9347111575231.41,9285370744172.96,9514741193134.61,9749459047515.27,9918632289619.35,10188825651336,10491542728247.4,10805034552381.5,11222913983900.1,11465284927024.8,11581663094429,11665599804765.9,11932619409971.2,12135726620049.6,12529680056916.4,12912554281700.1,12973943801744.7,12384632776390,12640394222574.8,12841980773529.6,12728845503959.3,12688043752705.3,12801853722990.4,13013964419700
Eritrea,ERI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179433456.90305,1338123427.62891,1622092104.73348,1668457645.41958,1822937442.10576,1967107820.49516,2001976435.22553,2002246306.47439,1939336012.36364,2109133320.04651,2172521829.09089,2114830167.75909,2145531908.7939,2200767544.94132,2179437333.32658,2210534025.98508,1994276818.23643,2071584990.21171,2117039512.19512,2300794306.42964,,,,
Spain,ESP,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,224160849117.914,250698521717.355,275651643901.673,302104550805.404,318141801837.245,338035637876.191,362529904064.329,378264928763.819,403219142287.782,439133934013.184,457976876556.292,479270390066.225,518329708874.172,558699638145.696,590091773907.285,593291271125.828,612892377880.795,630289783311.259,639510944105.961,639776638543.047,653907565165.563,653041342781.457,661181253245.033,672884926754.967,684893820132.451,700793190860.927,723592247947.02,763730797218.543,802637720264.901,841381286225.166,873197223046.358,895428829403.974,903749292185.431,894427192582.782,915743139602.649,940994701986.755,966162913907.285,1001810596026.49,1044948344370.86,1091813245033.11,1149560264900.66,1195554966887.42,1229984105960.26,1269190728476.82,1309382781456.95,1358132450331.13,1414822516556.29,1468145695364.24,1484529801324.5,1431475496688.74,1431672847682.12,1417354966887.42,1380215894039.73,1357139072847.68,1375605298013.24,1419821192052.98
Estonia,EST,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10488278145.6954,11046662251.6556,12350013245.0331,12858503311.2583,12748370860.9272,14095629139.0728,14987695364.2384,15898410596.0265,17077470198.6755,18152450331.1258,19854013245.0331,21893390728.4768,23589735099.3377,22311298013.245,19026092715.2318,19494662251.6556,20972966887.4172,22059907284.7682,22405761589.404,23056993377.4834,23303205298.0132
Ethiopia,ETH,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,8227603582.4004,8302969571.40327,8986719590.4107,8730775888.58719,7757787405.8765,8507314752.68831,9686371612.14658,9735159432.65082,9700011206.06829,9964477334.54831,9253264786.76097,8450777236.91964,9561448857.46772,9866455688.41206,10471023886.7174,11772171511.4072,12141100402.7987,11721244256.7242,12326311977.6713,13074915712.856,14160304517.4679,14374794288.2309,14064103274.4481,15972968198.9981,17860775923.3616,19795942247.5789,22063798449.7811,24444156129.287,26595865977.4424,29933790334.3418,33279878092.46,36157859262.3837,39984181570.2945,44094230373.9461,48330591494.5301
European Union,EUU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,4124684468272.36,4355350333029.74,4574492672350.62,4809981382010.89,5077787171647.66,5300868924807.86,5528745799242.75,5775133846545.42,6067611472517.71,6418760925361.26,6757382290352.21,7003394462503.82,7333314332479.78,7780692485988.06,7954538775201.12,7892353145664.76,8257180859804.84,8491335958071.52,8764224940578.89,9099386804507.87,9232053503749.73,9260492123965.43,9352401225096.68,9523377774054.91,9756869135868.35,10010585310808.2,10278141619986,10583250265104.5,11051258246653.4,11461920778902.1,11800544423663.3,11966809216000.4,12095072838490.9,12077826995360,12422880734808.3,12756577182919.6,13013871063416.2,13376278835154.6,13779854783711.8,14193890222817.5,14745365394487.4,15074790892404.5,15276418102047.7,15477014305355.1,15873235229743.9,16205563855132.9,16754141422962.3,17276403101775.6,17363151052194.1,16600789791352.9,16946058883844.3,17244507452566.1,17162226695838.9,17194289053651,17427755815620.9,17767380879592.7
Fragile and conflict affected situations,FCS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280794350645.134,271217680049.013,315266802477.919,251361650072.016,264705826174.821,282078747003.438,292115745163.54,301922365009.318,321832135814.736,348068105028.371,392602393247.565,420835135774.387,426601064780.034,436224322354.931,429998870129.493,404974943645.247,462396386584.663,490317867482.163,520441603872.772,546484290835.086,574420658022.674,598012593993.014,630598962658.835,587394689252.852,658187574915.969,678054655509.126,673773233682.935,687132107302.303
Finland,FIN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,54024056184.6264,58132407636.989,59865884371.5495,61832538320.9499,65071751219.1069,68522413655.7113,70148329257.5605,71669726483.3522,73320488114.6857,80354333544.7478,84640359602.649,86635265430.4636,93336923841.0596,99855414039.7351,103087268079.47,104947887814.57,105309310463.576,105561537218.543,108643625960.265,116381145033.113,122652980132.45,124241059602.649,128076821192.053,132074172185.43,136319205298.013,141140397350.993,144988079470.199,150148344370.861,157970860927.152,166007947019.868,167129801324.503,157245033112.583,152017218543.046,150900662251.656,156845033112.583,163443708609.271,169423841059.603,180015894039.735,189788079470.199,198222516556.291,209392052980.132,214796026490.066,218405298013.245,222760264900.662,231505960264.901,237941721854.305,247590728476.821,260427814569.536,262304635761.589,240614569536.424,247814569536.424,254185430463.576,250560264900.662,248660927152.318,246924503311.258,248272847682.119
Fiji,FJI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,697947691.710231,722498562.502768,748552609.896012,796151353.766087,834981895.422501,812435140.840435,812435140.840435,920910122.082088,993811414.487907,1019614843.00485,1149133521.485,1228297185.11284,1320238654.83238,1473556228.21901,1511885651.37996,1519901818.079,1561488809.60335,1653679288.22782,1684493961.32805,1890420330.59666,1860108266.70613,1977852926.42833,1859607267.4678,1785964553.43268,1935860997.29061,1846550518.92944,1989656461.32803,1858040288.29806,1875798630.2599,2015332403.96405,2132221691.86122,2074651679.76551,2201205446.89983,2248091808.25379,2362744488.14922,2421813085.44581,2538060114.02424,2482222788.89205,2514491743.16624,2735766983.17287,2689258965.09042,2743044113.38537,2830821541.23268,2859129727.427,3010663631.42346,3031738275.88937,3087900695.98078,3061633357.19555,3093253731.52266,3050380074.73233,3140508835.9485,3044714645.11646,3094495436.84747,3260220628.45478,3486534533.83726,3605758854.70632
France,FRA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,608212496021.392,641702333048.921,684517833291.215,721120191305.993,768125244944.552,804826539351.239,846790259917.14,886489132179.866,924244923191.558,988854546755.554,1045487417218.54,1101376158940.4,1151396026490.07,1224054304635.76,1276582781456.95,1264070198675.5,1318605298013.24,1364115231788.08,1418390728476.82,1468872847682.12,1492201324503.31,1508283443708.61,1546119205298.01,1565543046357.61,1589409271523.18,1615209271523.18,1653186754966.89,1695794701986.75,1776072847682.12,1853389403973.51,1907397350993.38,1927217218543.05,1958046357615.89,1946050331125.83,1991692715231.79,2033221192052.98,2061442384105.96,2109625165562.91,2184647682119.2,2259080794701.99,2346623841059.6,2392487417218.54,2419246357615.89,2439072847682.12,2507035761589.4,2547341721854.3,2607839735099.34,2669423841059.6,2674637086092.71,2595966887417.22,2646994701986.75,2702031788079.47,2706968211920.53,2722566887417.22,2729631788079.47,2761185430463.58
Faroe Islands,FRO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301178416.00619,,,,,
"Micronesia, Fed. Sts.",FSM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,203119276.665203,205556220.596399,210795650.048471,218228329.038619,226392091.208127,243207004.33338,252954780.058165,273546956.276773,272084789.918055,291359310.553065,282293513.587426,265170327.054876,273008026.126389,276785776.608529,289416091.462329,294472750.119561,296239290.775286,301648209.677772,291901165.036167,298207854.082906,297720587.143863,291588505.129794,284124876.95172,286858031.417753,294117200,300148270.688121,301841613.331375,291091467.421,281185921.531364,
Gabon,GAB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2185116065.60131,2507788728.45896,2694599217.24474,2858765930.71952,2988967099.55027,3238047760.73506,3384019101.66093,3523276660.31173,3611668656.19117,3903596598.83735,4242403104.80399,4677619823.51501,5207920211.5722,5738213230.02661,8004066949.73228,9540056594.85938,12938733999.2861,11310770691.4855,8590620139.78418,8631374495.28825,8851728061.99458,9302752753.63112,9014598089.52999,9520158446.65818,10235017844.0222,9996240063.52899,9915910504.90297,8215724303.74084,9271063112.44527,10063304194.7561,10585814826.4062,11232873126.3755,10885760985.9173,11315373531.2553,11735485609.8244,12319190798.347,12765767503.6889,13498314143.8215,13967763046.8196,12720075459.928,12480560713.2671,12747049816.8665,12715305434.8118,13001060309.9028,13090708218.7965,13601338189.7726,13106978860.3736,13848696552.9606,13390522031.7449,13407974049.0581,14358584300.3006,15376859682.3653,16184310411.783,17096848843.9712,17834556863.8851,18522379317.4307
United Kingdom,GBR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,726715409353.716,745417938846.318,755317038225.689,785199201831.357,824759755405.205,847762113872.872,865135397631.448,885128374743.257,920398421393.316,939289098765.891,981577791563.659,1015753076174.29,1058690719715.7,1127928842552.53,1099494362484.55,1082456607849.2,1115236527039.55,1144199667490.73,1191454455500.62,1235254336526.58,1208457958899.88,1198224286155.75,1223092170426.45,1274483911773.79,1303292177070.46,1356899824320.15,1399891078491.96,1477726260815.82,1565208377317.68,1604637503244.75,1613520486093.94,1593237799443.76,1600350142459.83,1642519366965.39,1708613822311.5,1751700384270.7,1798432468634.12,1854165181551.3,1916770478677.38,1976434637360.94,2051516318448.7,2108097866192.83,2160672019622.99,2232766397404.2,2288327854140.91,2356894354913.47,2419630700401.73,2482203235475.9,2470614405284.3,2367047611711.99,2403504326328.8,2450911011124.85,2479808627472.19,2533370110012.36,2605643189894.93,2666333396477.13
Georgia,GEO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,7010305062.96838,7538575805.12045,8009736758.52812,8366677446.19979,8766449821.59492,9822992544.74402,10065712416.0819,10351263975.1433,11022311735.671,11993189293.9305,12878400035.507,13663668750.0179,14605990519.1838,15691088205.5298,16847575708.7333,17618565633.9761,18546610128.0177,18917827677.8654,19731651217.9238,20802472730.341,21830459251.4482,20045758979.027,20302754198.3971,21430685499.5587,19888704410.2282,16947517873.4484,13371591506.3468,7367746932.24788,5208996972.76914,4667261637.78132,4788610217.37155,5324934690.55704,5885066735.43367,6067792374.03043,6241892898.77199,6356640224.21038,6662105527.6291,7026778397.24439,7803806728.08244,8260901422.95598,9053918286.74546,9903472455.26205,11125957083.2467,11383417007.1232,10953604844.0314,11638536890.5347,12479016519.7774,13271494210.7138,13721005522.6874,14355373148.9259,14753724431.5116
Ghana,GHA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,7006635822.73907,7246940590.64389,7544728873.6092,7877147681.27857,8051179671.60213,8161400230.29117,7813864110.02662,8054168877.93144,8083877511.74412,8569409338.94621,9402653506.8744,9893107625.46892,9647001199.36843,9925277071.22695,10605408353.1228,9286983330.41176,8959135841.71556,9162876198.8511,9939515684.52064,9689542687.79284,9735247867.50358,9394215617.27393,8743792969.19078,8344749210.01773,9066367194.07528,9527991912.16001,10023367521.1449,10503977857.9566,11095159458.876,11659445144.8497,12047566839.9157,12683898392.5916,13175959988.8964,13814994122.6508,14270888872.2276,14857767623.377,15541590590.4421,16193771304.6299,16954941837.7833,17700958746.2464,18355894240.1495,19090130009.7555,19949185802.7894,20986543461.3304,22161789893.0289,23469336372.7469,24971353345.8208,26056812915.8501,28440958947.8913,29819138460.1109,32174772955.9748,36694042412.3186,40103840658.742,43036444041.2994,44751818870.199,46489399741.3134
Gibraltar,GIB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,2093182838.01598,2162256591.5945,2298654260.68375,2390680332.62773,2494054850.45135,2559235053.66731,2642946283.56569,2776260314.27409,2886480600.18645,3019480193.28732,3154196569.28423,3317634527.8206,3438533152.39032,3569610174.88817,3658959679.37405,3792817101.68064,3988701292.7338,4038504267.32873,4133010004.86076,4256887579.70004,4363170508.0501,4439861186.002,4659054145.11409,4645999834.78399,4735956493.06479,4921073734.73988,5115166393.89302,5232815181.98995,5253746369.51543,5258999828.38809
"Gambia, The",GMB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,172511783.225106,172511783.225106,189031759.079121,193635670.825667,205551712.920038,205416301.549712,205912802.569875,224960414.777983,238185373.283037,267704708.609747,287384286.039778,297269087.137348,316045929.43624,311848260.60591,331401394.801694,342410197.885098,339792188.95895,376772546.824955,390092425.808086,386923842.888132,402753171.003884,412638073.361705,431111165.728129,456528281.016936,472775571.822219,487464894.429975,503934816.90202,519113842.885312,519915075.622107,524499937.233744,536162432.466683,562434386.788253,582119581.960865,619375231.226392,653440870.022485,691340442.024706,668871875.534639,714823372.065284,765218419.327008,758012541.800052,766533358.521271,794366380.48455,839920448.143372,894092762.494649,952429030.415536,911201531.483016,964618263.859891,1010735774.36954,1019604582.06133,
Guinea-Bissau,GNB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,347351025.67651,333766240.096534,355043373.612397,358983974.417849,375350919.136985,404799391.992813,424810469.010968,394351261.138468,446113978.747533,455010135.505212,382423954.305078,451900933.865886,470881144.25616,454879249.524265,496315214.682453,516994152.848847,512890007.038923,527763817.281245,552040952.8147,585715451.054936,621444093.48964,653137742.399207,660322257.377426,674189024.780256,695763073.711092,726376649.010273,810636340.26845,863327702.385899,620732793.017534,627098640.017332,661131203.988872,675602749.967141,668946863.516241,672749894.507956,691327223.485852,720815269.056635,737464300.630282,761097588.140336,785490084.531773,811524428.350741,847491366.890874,926597014.655095,909936792.889118,917400753.402271,940712595.528148,985836507.581695
Equatorial Guinea,GNQ,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,142222517.620547,150427932.712392,153739868.323587,161433606.608796,163066316.516384,184110316.336612,179819521.655487,187797641.557316,192784161.311961,190414500.660397,187065939.640961,185153678.802714,249485917.06247,277012229.788837,323186942.822025,379700264.04186,632504689.42376,1581090716.29089,1956986849.2804,2459228256.47944,2907146679.70331,4749692623.74243,5674117416.2022,6465954705.01944,8922935172.01233,10417410869.1813,11220063793.3147,12594765185.3024,13842701827.4488,13214974203.5352,12709498548.489,12960593573.216,13705469472.249,12813586082.7027,12777156073.0929,11219128487.1481
Greece,GRC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,56491515458.1722,62790058100.0466,63752955511.9503,70214990313.0433,76013583120.8095,83153281183.1383,88224672189.7962,93060652160.7934,99262315691.3963,109089017107.221,117762978410.596,126996981986.755,139900067284.768,151221310463.576,141485318675.497,150493418278.146,160805073774.834,165534353642.384,177530402119.205,183357092317.881,184598660132.45,181730511523.179,179672145430.464,177734161456.954,181307649668.874,185857667682.119,186819778675.497,182599774834.437,190429400662.252,197665717880.795,197665717880.795,203793355099.338,205219908609.272,201936390066.225,205975117880.795,210300018145.695,216319075629.139,226019253774.835,234822488476.821,242037636423.841,251524956953.642,261916992450.331,272191660397.351,287963891258.278,302537722384.106,304350353112.583,321553555099.338,332080404503.311,330967362119.205,316733337350.993,299379400264.901,272038594039.735,252178432980.132,244113162384.106,245709620132.45,245140626622.517
Grenada,GRD,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,249333654.730784,262834372.960202,278635676.187369,277393876.849516,279758067.004804,293537432.489916,302126633.544568,316582578.875252,342167086.237094,370394472.071996,411692697.250396,425806390.167846,451661537.680334,475144528.994561,486058131.051721,484617344.887889,471825070.675929,484816331.713867,496955842.085015,517119375.08061,540952625.91312,576341238.006919,634393201.292504,646274759.694853,633194804.570222,654959758.575549,716944976.10934,712303113.595366,806847560.79538,774430775.474869,822062784.995063,829864579.657853,774978091.901503,771015888.888889,776912813.791643,767937177.52872,786001370.766791,830684137.656141,859018654.450385
Greenland,GRL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2287220565.1596,,,,,
Guatemala,GTM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,6155035024.30465,6419610334.13779,6646639934.72434,7280798770.71547,7618117626.78334,7950402343.82351,8388636788.57426,8733592265.20992,9499182024.6905,9949149634.39809,10517035514.6195,11104280963.6656,11918563618.8335,12726980043.823,13538328827.4929,13802324997.5746,14821939407.2401,15979417365.3543,16777859286.2587,17568676316.113,18229254709.2922,18347172213.0355,17699500703.3452,17244253360.0635,17329905178.2637,17224307315.3581,17248946617.7568,17860246406.1385,18555436326.2134,19287001013.9556,19885392406.0307,20612849524.4663,21610169022.4385,22458828883.5556,23364759979.5488,24520976227.0252,25246252732.8078,26348021906.5416,27663717711.3383,28727958127.6725,29764712429.6569,30458996427.3984,31636732056.4374,32437391291.1119,33459844421.6748,34550672493.9081,36409421544.6181,38704692063.8681,39974623902.8469,40184907620.7582,41338008617.1119,43058516769.1373,44337293327.312,45976702691.0182,47895848024.7646,49882943531.6821
Guam,GUM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,954522047.101818,999284590.537994,1010325943.90263,886271484.03552,986954427.271171,1090989478.61722,1148083946.19339,1197607945.92037,1209881362.1232,1294505142.68452,1349592251.00852,1391603044.7986,1345434235.03883,1362181115.3443,1467107746.487,1591562812.23368,1616023752.42843,1573382062.37243,1544963812.21545,1516602969.28553,1542899192.36607,1565983524.2598,1359428191.3444,1267090571.82486,1203371908.46977,1232248832.55396,1221151172.01485,1232134164.07216,1186624880.87692,1127953244.96456,1093685067.71868,1159137853.17662,1249915116.1618,1352581118.86285,1467865791.86717,1541058183.68358,1662546992.81814,1766072935.48905,1735898393.84913,1787452510.04282,1762844159.51427,1802508140.7072,1821452515.11548,1803142268.08992,1862536418.27579,1826088235.3303,1919759428.27848,2054532557.64883,2095143415.0007,2164673350.7761,2259288396.24467,2382128754.36652,2496863007.17268,2627239852.39885,2728149909.38284,2810153023.4278
High income,HIC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,8898592589807.85,9319691007626.84,9866024668843.38,10387286432819.7,11058566835398.6,11671245791480.2,12378626090172.3,12939901936353.4,13727134528073.1,14522975361309.6,15037307651546.7,15621853206765.5,16490296238906.7,17528221894477.1,17739702637276.9,17778141799306,18665601572896.3,19395374604783.2,20225537039699.4,21054130233418.7,21353904835025,21782897002470.5,21807066930199.8,22413922638676.9,23441610964543.6,24333363781737.3,25085386096106.9,25951286857317.9,27205608785899.7,28287304076627.6,29184337383269.9,29596423216792.9,30213222346026.1,30620175528390.8,31599277653107.7,32473650493704,33423305915197.7,34570049181352.6,35469352762363.3,36648531525834.6,38104162921781.4,38681283796813.7,39301726285987.8,40128863348733.3,41451776405640.8,42578463388832.2,43889285413778,45082253662378.8,45241965727914,43711677895782.8,45004571433225.8,45822328611954.5,46410990198104.8,46959687232818.8,47804691975246.6,48719375803820.3
"Hong Kong SAR, China",HKG,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,17646914072.5316,17963587597.2928,18251600758.537,18871674770.8568,21012392496.6626,22946967034.0575,24620544326.6381,27233218366.4241,30577436438.9298,31315910641.5164,31470018825.6732,36556880968.4152,40843484682.3004,44217537723.3852,49327657046.3582,54313855535.2722,59343749332.4989,61094263256.6516,64745875473.9274,71203501724.2224,71742527987.2525,79674401051.0777,90349564237.6023,98039821040.139,100272275421.3,104113116514.092,110049570498.302,116911143429.477,124160923333.7,131655256011.867,134780527700.784,140520117876.574,147686148439.864,138998299558.026,142482530553.942,153401659211.88,154261939959.413,156817528193.178,161610386688.859,175670644204.052,188649442838.506,201916372094.71,214969758150.611,219544022644.222,214145185396.967,228637697575.04,239645861296.69,243720566257.359,251208086226.166,257775655510.28,263860579574.348
Honduras,HND,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2234326591.95723,2275788081.61845,2406983760.73282,2493164290.84688,2628210163.98886,2865725629.35676,3019725204.58929,3200230572.89257,3411387650.34168,3433747210.20912,3558279639.3191,3700433039.25466,3913663272.94645,4221662800.00125,4169835905.71639,4258681838.89887,4705872947.05537,5194525574.60387,5714274287.18995,5980812086.73738,6020792666.98167,6173311521.09215,6087427396.83327,6031158121.15659,6293253628.50452,6556829797.51296,6604214488.79062,7002540422.39356,7325347220.13049,7642230954.99457,7649634778.63051,7898403488.66196,8342633065.38204,8862381777.96812,8746882151.05013,9102265883.78003,9429515072.81904,9900398521.65924,10187667041.2616,9995167517.71457,10569704556.9194,10857538040.412,11265166701.8573,11777398118.373,12511401249.9967,13268415996.7103,14139785190.6771,15014801358.9561,15650167709.792,15269613868.5127,15839344591.9842,16446892853.4328,17125933703.7093,17604014377.0727,18147136062.4235,18806832092.4349
